,Artist,Track,Album,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Licensed,Path
2780,Blur,Song 2 - 2012 Remaster,Blur (Special Edition),0.674,0.789,8.0,-6.903,0.0676,0.00178,0.00708,0.0753,0.918,129.802,121160.0,https://www.youtube.com/watch?v=SSbBvKaM6sk,True,data/500_mp3/mp3/2780.mp3
9355,Nick Jonas,This Is Heaven,Spaceman,0.646,0.785,2.0,-4.801,0.0545,0.0377,0.0,0.0897,0.52,100.911,214624.0,https://www.youtube.com/watch?v=S5VyzrxEHaY,True,data/500_mp3/mp3/9355.mp3
13205,Mike Posner,I Took A Pill In Ibiza,"At Night, Alone.",0.637,0.318,10.0,-10.07,0.0716,0.622,1.58e-06,0.125,0.383,74.11,280800.0,https://www.youtube.com/watch?v=foE1mO2yM04,True,data/500_mp3/mp3/13205.mp3
12371,Selena Gomez,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",0.842,0.801,8.0,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500.0,https://www.youtube.com/watch?v=ixkoVwKQaJg,True,data/500_mp3/mp3/12371.mp3
12439,R3HAB,Unstoppable - R3HAB Remix,Unstoppable (R3HAB Remix),0.678,0.744,6.0,-4.058,0.234,0.495,2.35e-05,0.0631,0.433,101.987,162353.0,https://www.youtube.com/watch?v=3gzmJzjs8IE,True,data/500_mp3/mp3/12439.mp3
17838,Ovy On The Drums,CAIRO,CAIRO,0.951,0.692,5.0,-4.038,0.312,0.472,0.000182,0.0894,0.431,115.047,201280.0,https://www.youtube.com/watch?v=Z02zptUN8gI,True,data/500_mp3/mp3/17838.mp3
3087,L.V.,I Am L.V.,I Am L.V.,0.752,0.458,8.0,-8.875,0.0312,0.266,0.0,0.0609,0.375,128.722,271440.0,https://www.youtube.com/watch?v=Ffki3fuJoe8,True,data/500_mp3/mp3/3087.mp3
6479,Don McLean,Empty Chairs,American Pie,0.507,0.101,7.0,-19.953,0.0336,0.912,7.11e-05,0.288,0.455,93.487,207773.0,https://www.youtube.com/watch?v=jtrIc8vq7wU,False,data/500_mp3/mp3/6479.mp3
9747,Three Days Grace,I Hate Everything About You,Three Days Grace,0.498,0.83,6.0,-5.157,0.0421,0.00461,0.0,0.139,0.453,89.342,231480.0,https://www.youtube.com/watch?v=d8ekz_CSBVg,True,data/500_mp3/mp3/9747.mp3
11867,Konshens,Bruk Off Yuh Back,Bruk Off Yuh Back,0.816,0.875,7.0,-2.499,0.184,0.187,0.0,0.0346,0.952,100.967,173465.0,https://www.youtube.com/watch?v=VyVK_No_muM,True,data/500_mp3/mp3/11867.mp3
7928,The National,Don't Swallow the Cap,Trouble Will Find Me,0.45,0.661,5.0,-8.537,0.0411,0.396,0.0362,0.0912,0.476,173.909,285533.0,https://www.youtube.com/watch?v=bFnA-8H-5lo,True,data/500_mp3/mp3/7928.mp3
8782,Foo Fighters,Walk,Wasting Light,0.234,0.865,9.0,-5.131,0.0516,3.62e-05,0.000532,0.289,0.194,137.107,255960.0,https://www.youtube.com/watch?v=4PkcfQtibmU,True,data/500_mp3/mp3/8782.mp3
14641,Stephanie Beatriz,We Don't Talk About Bruno,Encanto (Original Motion Picture Soundtrack),0.577,0.45,0.0,-8.516,0.0834,0.357,0.0,0.111,0.83,205.863,216120.0,https://www.youtube.com/watch?v=bvWRMAU6V-c,True,data/500_mp3/mp3/14641.mp3
17437,Ski Mask The Slump God,Foot Fungus,STOKELEY,0.881,0.623,1.0,-9.662,0.119,0.257,1.5e-06,0.0964,0.745,88.953,129547.0,https://www.youtube.com/watch?v=7tOqUtSTF2w,False,data/500_mp3/mp3/17437.mp3
3854,Waylon Jennings,Against the Wind,Highwayman,0.72,0.424,4.0,-17.83,0.0357,0.51,2.58e-05,0.0712,0.582,110.811,228160.0,https://www.youtube.com/watch?v=ujRJtRhdlqs,False,data/500_mp3/mp3/3854.mp3
3764,Hardwell,Nothing Else Matters vs F*CKING SOCIETY - Hardwell Mashup,REBELS NEVER DIE (Deluxe Edition),0.552,0.854,2.0,-6.389,0.0612,0.00109,0.85,0.836,0.0331,128.024,189375.0,https://www.youtube.com/watch?v=xwZWPZo1j1Y,True,data/500_mp3/mp3/3764.mp3
18970,d4vd,NEVER AGAIN,NEVER AGAIN,0.418,0.37,2.0,-10.701,0.0362,0.913,0.00267,0.219,0.232,132.755,101632.0,https://www.youtube.com/watch?v=6flu5-tvinY,False,data/500_mp3/mp3/18970.mp3
5012,Naresh Iyer,Roobaroo,Rang De Basanti (Original Motion Picture Soundtrack),0.675,0.582,9.0,-8.891,0.0277,0.661,5.56e-06,0.0854,0.538,120.991,282973.0,https://www.youtube.com/watch?v=8kMv5ssr6Dw,True,data/500_mp3/mp3/5012.mp3
15753,Omar Varela,Mañosa,Mañosa,0.902,0.62,5.0,-4.012,0.068,0.0797,0.00594,0.0422,0.756,124.018,157677.0,https://www.youtube.com/watch?v=1JzvMjexYHw,True,data/500_mp3/mp3/15753.mp3
2395,Sting,If I Ever Lose My Faith In You,Ten Summoner's Tales,0.575,0.727,2.0,-9.539,0.0281,0.00952,0.00754,0.054,0.504,97.995,270533.0,https://www.youtube.com/watch?v=7km4EHgkQiw,True,data/500_mp3/mp3/2395.mp3
18865,Pailita,ULTRA SOLO,ULTRA SOLO,0.802,0.846,1.0,-4.495,0.207,0.233,1.92e-05,0.114,0.26,109.982,227221.0,https://www.youtube.com/watch?v=Mub403hj9nE,False,data/500_mp3/mp3/18865.mp3
18925,ENHYPEN,Drunk-Dazed,BORDER : CARNIVAL,0.599,0.869,5.0,-5.174,0.0618,0.000707,0.0,0.0911,0.453,132.889,193260.0,https://www.youtube.com/watch?v=Fc7-Oe0tj5k,True,data/500_mp3/mp3/18925.mp3
8499,La Factoria,Dame una Oportunidad,Demphra,0.756,0.762,7.0,-6.411,0.0411,0.13,0.0,0.131,0.4,91.977,201509.0,https://www.youtube.com/watch?v=IB2UZN8LnQ8,False,data/500_mp3/mp3/8499.mp3
9479,Meryl Streep,Our Last Summer - From 'Mamma Mia!' Original Motion Picture Soundtrack,Mamma Mia! The Movie Soundtrack,0.635,0.459,7.0,-7.343,0.0244,0.246,0.0,0.259,0.433,96.056,177627.0,https://www.youtube.com/watch?v=whi2E5Kt2k8,False,data/500_mp3/mp3/9479.mp3
2552,Westlife,If I Let You Go - Radio Edit,Westlife,0.581,0.678,0.0,-4.242,0.0284,0.00669,0.0,0.0807,0.677,181.991,221267.0,https://www.youtube.com/watch?v=7NrQei36fJk,True,data/500_mp3/mp3/2552.mp3
16870,Ruth B.,If By Chance,Safe Haven,0.405,0.279,10.0,-8.099,0.0334,0.881,0.0,0.0933,0.256,119.85,303653.0,https://www.youtube.com/watch?v=5m2XqQQ7jrE,True,data/500_mp3/mp3/16870.mp3
16947,OFFICIAL HIGE DANDISM,Subtitle,Subtitle,0.649,0.683,6.0,-6.49,0.0424,0.0313,0.0,0.118,0.381,130.0,305509.0,https://www.youtube.com/watch?v=hN5MBlGv2Ac,True,data/500_mp3/mp3/16947.mp3
1005,Outkast,The Way You Move (feat. Sleepy Brown),Speakerboxxx/The Love Below,0.871,0.597,5.0,-4.932,0.0464,0.126,0.000113,0.0638,0.635,125.999,234000.0,https://www.youtube.com/watch?v=xI5NQ-0Ubfs,True,data/500_mp3/mp3/1005.mp3
2866,E-40,"Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version",Big Subwoofer,0.92,0.549,11.0,-5.912,0.257,0.0262,3.1e-06,0.196,0.709,90.004,241587.0,https://www.youtube.com/watch?v=tqiXwx0NG0Q,False,data/500_mp3/mp3/2866.mp3
13976,Jay Park,Unlock it (Lock It) - feat. Kim Petras and Jay Park,Pop 2,0.504,0.711,9.0,-5.864,0.0452,0.0585,1.83e-05,0.382,0.5,134.824,232933.0,https://www.youtube.com/watch?v=xcb2R-WpxVg,True,data/500_mp3/mp3/13976.mp3
9433,Angel Y Khriz,Me Enamore (Remix) [feat. Elvis Crespo & Tito el Bambino],Me Enamore (Remix) [feat. Elvis Crespo & Tito el Bambino],0.767,0.876,1.0,-4.212,0.0609,0.454,0.0,0.312,0.938,115.025,268799.0,https://www.youtube.com/watch?v=HwEtcLfST54,False,data/500_mp3/mp3/9433.mp3
8527,Olivia,It's On Again,Olivia,0.601,0.397,9.0,-9.153,0.029,0.157,3.32e-06,0.0679,0.155,133.803,275667.0,https://www.youtube.com/watch?v=g0YfWYVRiPI,False,data/500_mp3/mp3/8527.mp3
14149,DJ Snake,Guddi Riddim,Guddi Riddim,0.72,0.978,9.0,-4.495,0.0595,0.00147,0.819,0.0283,0.196,127.984,210000.0,https://www.youtube.com/watch?v=p0x23GG-FeY,True,data/500_mp3/mp3/14149.mp3
16620,BLACKPINK,How You Like That,THE ALBUM,0.812,0.761,11.0,-5.222,0.0812,0.0465,0.000135,0.0601,0.344,130.032,182956.0,https://www.youtube.com/watch?v=ioNng23DkIM,True,data/500_mp3/mp3/16620.mp3
5488,Joy Division,Interzone - 2007 Remaster,Unknown Pleasures (Collector's Edition),0.478,0.783,9.0,-7.346,0.0419,0.000126,0.582,0.225,0.746,156.337,137653.0,https://www.youtube.com/watch?v=y25t6YqxDOw,True,data/500_mp3/mp3/5488.mp3
10593,creamy,Past Lives,Past Lives,0.723,0.131,3.0,-17.076,0.0353,0.922,0.0256,0.0775,0.16,116.049,134545.0,https://www.youtube.com/watch?v=A3D-B64dW68,True,data/500_mp3/mp3/10593.mp3
8287,Yoko Ono,Give Peace A Chance - Ultimate Mix,GIMME SOME TRUTH. (Deluxe),0.492,0.894,1.0,-9.042,0.0876,0.543,0.0,0.689,0.376,84.899,293680.0,https://www.youtube.com/watch?v=C3_0GqPvr4U,True,data/500_mp3/mp3/8287.mp3
4602,Good Charlotte,Little Things,Good Charlotte,0.686,0.84,1.0,-5.142,0.159,0.0601,5.38e-06,0.164,0.704,105.0,203027.0,https://www.youtube.com/watch?v=R4oCDAXQC34,True,data/500_mp3/mp3/4602.mp3
2582,Cristian Castro,Azul,"El Romántico, El Príncipe",0.639,0.814,1.0,-6.035,0.0302,0.00708,0.0,0.0915,0.549,127.995,257240.0,https://www.youtube.com/watch?v=29NM6ySmwfQ,True,data/500_mp3/mp3/2582.mp3
1225,Wolfgang Amadeus Mozart,"Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa","Mozart: Requiem / Exultate, Jubilate / Laudate Dominum",0.069,0.101,2.0,-23.487,0.0407,0.961,0.795,0.444,0.0707,74.782,199840.0,https://www.youtube.com/watch?v=1u2fCJwW8Ys,False,data/500_mp3/mp3/1225.mp3
4204,Sir Simon Rattle,Barber: Adagio for Strings,Barber: Adagio for Strings,0.064,0.0735,10.0,-24.133,0.054,0.974,0.861,0.28,0.0306,72.616,537427.0,https://www.youtube.com/watch?v=F1kmvF1w7yk,False,data/500_mp3/mp3/4204.mp3
1866,Dido,Don't Leave Home,Life For Rent,0.54,0.526,6.0,-8.011,0.037,0.0652,2.2e-05,0.0925,0.467,171.92,226560.0,https://www.youtube.com/watch?v=tLpsDamWdIM,True,data/500_mp3/mp3/1866.mp3
618,U2,Beautiful Day,All That You Can't Leave Behind,0.539,0.926,2.0,-6.495,0.0499,0.014,0.00136,0.36,0.454,136.279,246400.0,https://www.youtube.com/watch?v=co6WMzDOh1o,True,data/500_mp3/mp3/618.mp3
8264,Fernandinho,Grandes Coisas - Ao Vivo,Uma Nova História (ao Vivo),0.45,0.494,1.0,-6.311,0.0287,0.252,0.0,0.666,0.158,146.947,297680.0,https://www.youtube.com/watch?v=4EWOqviZJkY,False,data/500_mp3/mp3/8264.mp3
11313,Janelle Monáe,Make Me Feel,Dirty Computer,0.859,0.413,1.0,-7.399,0.182,0.132,0.0,0.334,0.697,115.035,194230.0,https://www.youtube.com/watch?v=tGRzz0oqgUE,True,data/500_mp3/mp3/11313.mp3
3518,Cher,If I Could Turn Back Time,Heart Of Stone,0.658,0.575,11.0,-10.365,0.0267,0.243,0.0,0.122,0.504,108.329,239827.0,https://www.youtube.com/watch?v=9n3A_-HRFfc,True,data/500_mp3/mp3/3518.mp3
16341,Mc Davi,Set dos Casados,Set dos Casados,0.581,0.384,4.0,-7.618,0.295,0.325,0.0,0.0953,0.149,199.884,643200.0,https://www.youtube.com/watch?v=g6yJVBaqMjo,True,data/500_mp3/mp3/16341.mp3
9638,Bushido,Theorie und Praxis,AMYF (Premium Edition),0.433,0.882,7.0,-6.265,0.389,0.13,0.0,0.19,0.514,88.653,194160.0,https://www.youtube.com/watch?v=-86Z9tV_FWs,True,data/500_mp3/mp3/9638.mp3
1565,Charlie Brown Jr.,Só os Loucos Sabem,Camisa 10 joga bola até na chuva,0.39,0.396,7.0,-8.18,0.0395,0.738,0.0,0.0991,0.57,192.178,210493.0,https://www.youtube.com/watch?v=JRJj4z-prvM,True,data/500_mp3/mp3/1565.mp3
15792,Masego,Navajo,Navajo,0.567,0.593,6.0,-7.404,0.288,0.117,1.32e-06,0.248,0.358,88.545,194157.0,https://www.youtube.com/watch?v=fuAE3U1NvOs,True,data/500_mp3/mp3/15792.mp3
12002,Meek Mill,Blue Notes,DC4,0.515,0.431,4.0,-8.251,0.257,0.665,0.0,0.147,0.184,141.392,227809.0,https://www.youtube.com/watch?v=lcTv9vAIbVQ,False,data/500_mp3/mp3/12002.mp3
11817,Helene Fischer,Achterbahn,Helene Fischer (Deluxe Version),0.699,0.813,4.0,-4.717,0.0968,0.587,0.0,0.11,0.636,119.981,217847.0,https://www.youtube.com/watch?v=JfwjsjBcDoU,True,data/500_mp3/mp3/11817.mp3
4909,James Horner,"My Heart Will Go On - Love Theme from ""Titanic""",Titanic: Special Edition,0.338,0.103,1.0,-21.472,0.0315,0.798,0.00129,0.124,0.04,98.531,310733.0,https://www.youtube.com/watch?v=MxtrIvQKNEQ,False,data/500_mp3/mp3/4909.mp3
8535,Ocean Sounds,Ocean Binaural,50 Peaceful Ocean Waves,0.211,0.993,8.0,-18.613,0.0487,0.927,0.96,0.497,1e-05,79.928,122118.0,https://www.youtube.com/watch?v=Cf-7EuQeF_o,False,data/500_mp3/mp3/8535.mp3
3419,Air Supply,The One That You Love,The One That You Love,0.396,0.479,5.0,-8.072,0.0268,0.728,9.51e-06,0.102,0.184,109.973,259000.0,https://www.youtube.com/watch?v=nY31ZH6hAFI,True,data/500_mp3/mp3/3419.mp3
18079,Cazzu,Mucha Data,Error 93,0.695,0.522,8.0,-7.271,0.321,0.192,9.94e-05,0.0816,0.327,134.979,154066.0,https://www.youtube.com/watch?v=pJq7ZT0RZwc,True,data/500_mp3/mp3/18079.mp3
5815,Lulu Santos,Tempos Modernos,Tempos Modernos,0.659,0.855,5.0,-6.338,0.0575,0.0604,1.29e-06,0.14,0.474,126.011,215104.0,https://www.youtube.com/watch?v=ZloBT9eonm4,False,data/500_mp3/mp3/5815.mp3
18962,Tz da Coronel,Amém,Vida Cara,0.559,0.635,2.0,-7.373,0.0486,0.231,0.0,0.365,0.238,97.875,209388.0,https://www.youtube.com/watch?v=U-n1RlLBwYk,True,data/500_mp3/mp3/18962.mp3
11181,Wale,Change,Change,0.511,0.85,11.0,-3.562,0.195,0.0237,0.0,0.0615,0.326,90.047,277970.0,https://www.youtube.com/watch?v=9rAyprZdo7o,True,data/500_mp3/mp3/11181.mp3
22,50 Cent,Just A Lil Bit,The Massacre,0.489,0.692,1.0,-6.672,0.41,0.0322,0.00608,0.315,0.527,96.946,237707.0,https://www.youtube.com/watch?v=GllEDACUbNo,True,data/500_mp3/mp3/22.mp3
9702,John Legend,Bring Me Love,A Legendary Christmas,0.497,0.856,2.0,-6.257,0.417,0.194,0.0,0.159,0.597,191.407,199305.0,https://www.youtube.com/watch?v=M_INvxgQlmg,True,data/500_mp3/mp3/9702.mp3
13271,Haftbefehl,Geruch von Koks (feat. Paula Hartmann),Mainpark Baby,0.554,0.483,6.0,-10.364,0.433,0.517,1.07e-05,0.0984,0.384,86.743,215267.0,https://www.youtube.com/watch?v=R0s8IVuE0l0,True,data/500_mp3/mp3/13271.mp3
18845,MEDUZA,Lose Control,Lose Control,0.598,0.526,10.0,-8.659,0.0415,0.129,0.0,0.14,0.529,123.935,168387.0,https://www.youtube.com/watch?v=-3P2USPFDcE,True,data/500_mp3/mp3/18845.mp3
2196,Andy Williams,"Where Do I Begin - Love Theme from ""Love Story""",Love Story,0.259,0.473,6.0,-10.187,0.0324,0.512,1.5e-06,0.4,0.232,84.897,189067.0,https://www.youtube.com/watch?v=saQu2YKIs9M,True,data/500_mp3/mp3/2196.mp3
17631,Bad Omens,THE DEATH OF PEACE OF MIND,THE DEATH OF PEACE OF MIND,0.469,0.713,0.0,-5.619,0.0461,0.0869,0.000188,0.129,0.267,154.994,241499.0,https://www.youtube.com/watch?v=ouW_RCAI0sg,False,data/500_mp3/mp3/17631.mp3
4810,Ginuwine,None Of Ur Friends Business,100% Ginuwine,0.83,0.414,9.0,-11.136,0.197,0.243,0.0,0.627,0.556,99.234,365800.0,https://www.youtube.com/watch?v=TMa7oENgTl4,True,data/500_mp3/mp3/4810.mp3
4974,Los Angeles De Charly,Dulce Mujercita,Un Sueño,0.688,0.563,10.0,-4.309,0.0292,0.21,0.0,0.125,0.768,76.204,190773.0,https://www.youtube.com/watch?v=9JxXEUhLm_Q,False,data/500_mp3/mp3/4974.mp3
15520,Rae Sremmurd,No Type,SremmLife,0.891,0.486,6.0,-7.803,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,200080.0,https://www.youtube.com/watch?v=wzMrK-aGCug,True,data/500_mp3/mp3/15520.mp3
12750,Kimbra,gun,A Reckoning,0.64,0.35,0.0,-9.303,0.0591,0.247,1.76e-05,0.0891,0.204,143.216,201773.0,https://www.youtube.com/watch?v=2VNTZfZktck,True,data/500_mp3/mp3/12750.mp3
17793,Roddy Ricch,Walk Em Down (feat. Roddy Ricch),Top Shotta,0.867,0.744,2.0,-5.171,0.227,0.268,0.0,0.0713,0.645,84.005,173288.0,https://www.youtube.com/watch?v=fyIcQ1Xl-rs,True,data/500_mp3/mp3/17793.mp3
3610,Sukhwinder Singh,Haule Haule,Rab Ne Bana Di Jodi (Original),0.712,0.776,5.0,-7.424,0.213,0.541,2.17e-06,0.0896,0.96,89.934,263967.0,https://www.youtube.com/watch?v=XgdY_s1LsZc,True,data/500_mp3/mp3/3610.mp3
14964,Joey Bada$$,"327 (feat. Tyler, The Creator & Billie Essco)",Pray for Paris,0.42,0.701,1.0,-7.582,0.339,0.832,0.0,0.103,0.671,79.716,349040.0,https://www.youtube.com/watch?v=kmhgibIoJj0,False,data/500_mp3/mp3/14964.mp3
3253,Incubus,Megalomaniac,A Crow Left Of The Murder...,0.532,0.943,7.0,-4.549,0.0512,0.0056,0.000587,0.317,0.371,140.042,294800.0,https://www.youtube.com/watch?v=MuZhnNR6vzc,True,data/500_mp3/mp3/3253.mp3
13784,Fran C,Sabes Que Te Quiero,Desafioshishi,0.799,0.705,8.0,-7.601,0.0508,0.0834,0.00233,0.066,0.701,121.013,224625.0,https://www.youtube.com/watch?v=FrmPO7SIRqU,False,data/500_mp3/mp3/13784.mp3
18873,Mainstreet,Papo de Agustinho,Papo de Agustinho,0.828,0.503,1.0,-6.925,0.125,0.446,0.0,0.139,0.458,111.989,172768.0,https://www.youtube.com/watch?v=ysn8Ifdfry4,True,data/500_mp3/mp3/18873.mp3
1359,Anahí,Rebelde,Rebelde,0.671,0.782,7.0,-6.498,0.047,0.0122,0.0,0.525,0.62,95.011,214307.0,https://www.youtube.com/watch?v=pSY4VDttts8,False,data/500_mp3/mp3/1359.mp3
17047,Tom Grennan,By Your Side (feat. Tom Grennan),By Your Side (feat. Tom Grennan),0.733,0.96,7.0,-3.597,0.0295,0.0514,0.00199,0.287,0.811,124.01,189672.0,https://www.youtube.com/watch?v=4hu5iCqQVcM,True,data/500_mp3/mp3/17047.mp3
9248,Meet Bros.,Ik Mulaqaat,Dream Girl (Original Motion Picture Soundtrack),0.634,0.648,3.0,-6.781,0.0412,0.361,0.0,0.619,0.667,95.989,247812.0,https://www.youtube.com/watch?v=zing4uQ3dR4,True,data/500_mp3/mp3/9248.mp3
5281,Jadakiss,Comfortable,Comfortable,0.759,0.607,10.0,-8.744,0.371,0.00767,0.0,0.354,0.576,168.107,216268.0,https://www.youtube.com/watch?v=JQC6xJivQDU,True,data/500_mp3/mp3/5281.mp3
6589,John Powell,Coming Back Around,How To Train Your Dragon (Music From The Motion Picture),0.351,0.812,4.0,-7.498,0.0699,0.111,0.872,0.0469,0.125,112.991,171227.0,https://www.youtube.com/watch?v=O5GE5UvF9ZI,True,data/500_mp3/mp3/6589.mp3
8645,Timbiriche,Ámame Hasta Con Los Dientes,Timbiriche 8,0.575,0.877,0.0,-4.946,0.0455,0.063,0.0,0.137,0.775,76.857,174600.0,https://www.youtube.com/watch?v=iO7-xliBtyA,False,data/500_mp3/mp3/8645.mp3
8632,Steve Edwards,"World, Hold On - FISHER Rework","World, Hold On (FISHER Rework)",0.781,0.889,1.0,-5.298,0.0573,0.00664,0.00571,0.098,0.859,127.01,178305.0,https://www.youtube.com/watch?v=IZ36b3q1elI,True,data/500_mp3/mp3/8632.mp3
420,Tory Lanez,Broke In A Minute,The New Toronto 3,0.929,0.7,0.0,-5.595,0.0906,0.144,0.0,0.349,0.802,120.009,132024.0,https://www.youtube.com/watch?v=rTVjstuyuJU,False,data/500_mp3/mp3/420.mp3
2834,Kidz Bop Kids,Good 4 U,KIDZ BOP 2022,0.559,0.701,6.0,-5.217,0.138,0.00888,7.95e-05,0.0817,0.79,167.784,166413.0,https://www.youtube.com/watch?v=sItl_0Qnrb0,True,data/500_mp3/mp3/2834.mp3
15124,CRO,Ein Teil,Raop,0.739,0.482,10.0,-6.414,0.184,0.469,0.0,0.109,0.671,98.958,175480.0,https://www.youtube.com/watch?v=vdrY40IOMyw,True,data/500_mp3/mp3/15124.mp3
8035,Simple Minds,"Don't You (Forget About Me) - 12"" Version",Once Upon A Time (Super Deluxe),0.65,0.832,2.0,-6.041,0.0307,0.124,0.0262,0.0702,0.774,111.343,396467.0,https://www.youtube.com/watch?v=d0ExxPmWdRA,False,data/500_mp3/mp3/8035.mp3
3785,Don Diablo,Levitating (feat. DaBaby) - Don Diablo Remix,Levitating (feat. DaBaby) [Don Diablo Remix],0.686,0.917,11.0,-3.06,0.151,0.104,1.44e-06,0.444,0.387,119.979,208000.0,https://www.youtube.com/watch?v=IFQXALpaEwM,True,data/500_mp3/mp3/3785.mp3
13188,Popcaan,ALL I NEED (feat. Drake),FIXTAPE,0.573,0.427,10.0,-9.0,0.05,0.0675,9.25e-05,0.101,0.127,91.405,177899.0,https://www.youtube.com/watch?v=uudSnmfPjoY,True,data/500_mp3/mp3/13188.mp3
9258,Yeah Yeah Yeahs,Heads Will Roll - A-Trak Remix Radio Edit,Heads Will Roll,0.671,0.805,8.0,-3.232,0.081,0.0134,0.0547,0.237,0.866,132.051,203920.0,https://www.youtube.com/watch?v=umAL-6-j1Ew,False,data/500_mp3/mp3/9258.mp3
3519,Cher,The Shoop Shoop Song (It's In His Kiss),Love Hurts,0.678,0.61,0.0,-10.509,0.0306,0.467,0.0,0.397,0.919,117.04,170000.0,https://www.youtube.com/watch?v=yCpKQjqb8Y4,False,data/500_mp3/mp3/3519.mp3
7303,Justin Timberlake,Cry Me a River,Justified,0.624,0.654,8.0,-6.582,0.183,0.577,0.0,0.104,0.564,73.898,288333.0,https://www.youtube.com/watch?v=DksSPZTZES0,True,data/500_mp3/mp3/7303.mp3
15718,Tion Wayne,Celebrity Killer (feat. Tion Wayne),Moosetape,0.714,0.72,2.0,-4.722,0.136,0.102,0.0,0.344,0.592,143.877,203333.0,https://www.youtube.com/watch?v=MyYAglA_Cdk,True,data/500_mp3/mp3/15718.mp3
10603,Trey Songz,Na Na,Trigga,0.67,0.476,9.0,-6.253,0.0406,0.328,0.0,0.104,0.235,96.975,231907.0,https://www.youtube.com/watch?v=v0Gu_Yh_keE,True,data/500_mp3/mp3/10603.mp3
205,Elvis Presley,Suspicious Minds,From Elvis in Memphis,0.487,0.382,7.0,-10.889,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,261280.0,https://www.youtube.com/watch?v=WrMGGouem3c,True,data/500_mp3/mp3/205.mp3
7597,Jelly Roll,Creature,A Beautiful Disaster,0.763,0.603,8.0,-9.201,0.0788,0.176,0.0,0.0863,0.402,140.068,239592.0,https://www.youtube.com/watch?v=9nzS1knGM4I,False,data/500_mp3/mp3/7597.mp3
11664,Coez,Faccio un casino,Faccio un casino,0.742,0.49,7.0,-6.482,0.0513,0.562,0.0,0.191,0.509,82.994,193624.0,https://www.youtube.com/watch?v=ZG3mxC8cjN8,True,data/500_mp3/mp3/11664.mp3
9736,Amy Winehouse,Rehab,Back To Black (Deluxe Edition),0.407,0.558,0.0,-13.609,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,214947.0,https://www.youtube.com/watch?v=KUmZp8pR1uc,True,data/500_mp3/mp3/9736.mp3
16812,Bryant Myers,Presidentes Muertos,Presidentes Muertos,0.588,0.742,1.0,-3.734,0.236,0.24,0.0,0.0923,0.434,155.927,317308.0,https://www.youtube.com/watch?v=TslxkNMCdUk,True,data/500_mp3/mp3/16812.mp3
14125,PARTYNEXTDOOR,Her Old Friends,Her Old Friends,0.607,0.523,4.0,-7.425,0.0528,0.326,0.0,0.128,0.0781,105.018,256117.0,https://www.youtube.com/watch?v=EG4fXUdoPQY,True,data/500_mp3/mp3/14125.mp3
4648,Eazy-E,Boyz-N-The-Hood,N.W.A. And The Posse,0.785,0.479,3.0,-10.247,0.362,0.0417,3.5e-05,0.334,0.727,87.691,339893.0,https://www.youtube.com/watch?v=PIU07K_28ck,False,data/500_mp3/mp3/4648.mp3
7596,Jelly Roll,NEED A FAVOR,NEED A FAVOR,0.504,0.771,6.0,-4.231,0.0319,0.0123,1.89e-05,0.078,0.555,157.985,197400.0,https://www.youtube.com/watch?v=P1nRboaLTzU,True,data/500_mp3/mp3/7596.mp3
813,Aventura,Obsesion,We Broke The Rules,0.804,0.56,1.0,-6.912,0.0397,0.416,0.0,0.0608,0.768,133.682,254720.0,https://www.youtube.com/watch?v=8DIdsCGRP80,False,data/500_mp3/mp3/813.mp3
11632,Taio Cruz,Higher,Rokstarr (Special Edition),0.674,0.916,8.0,-5.015,0.0776,0.00448,7.05e-05,0.128,0.702,128.025,187667.0,https://www.youtube.com/watch?v=KRBS5WZMdik,True,data/500_mp3/mp3/11632.mp3
7127,Philharmonia Orchestra,"Puccini: Gianni Schicchi: ""O mio babbino caro""",La Divina,0.222,0.0977,8.0,-16.746,0.0396,0.974,0.0711,0.152,0.0885,82.077,155160.0,https://www.youtube.com/watch?v=DLi25fgVuRs,True,data/500_mp3/mp3/7127.mp3
10968,Arcángel,Me Acostumbre (feat. Bad Bunny),Me Acostumbre (feat. Bad Bunny),0.808,0.586,10.0,-7.242,0.169,0.641,0.0,0.14,0.568,124.041,263288.0,https://www.youtube.com/watch?v=xKKeqlBQ3Js,True,data/500_mp3/mp3/10968.mp3
12273,Soundgarden,Burden In My Hand,Down On The Upside,0.319,0.803,10.0,-8.928,0.0394,0.00534,0.0126,0.177,0.589,183.031,290107.0,https://www.youtube.com/watch?v=XmIqIVxUuKs,True,data/500_mp3/mp3/12273.mp3
19010,Rosa Linn,KING,KING,0.598,0.555,0.0,-7.407,0.0295,0.508,0.0277,0.304,0.353,152.101,203089.0,https://www.youtube.com/watch?v=MCt9gfNSyg4,True,data/500_mp3/mp3/19010.mp3
